Col,Row,Year,Race,Gender,Ethnicity,AgeRange,Population
46224,1,2010,ALL,ALL,ALL,75UP,1734
46225,1,2010,ALL,ALL,ALL,INFANT,98
46225,1,2010,ALL,ALL,ALL,1TO4,445
46225,1,2010,ALL,ALL,ALL,FIVE,104
46225,1,2010,ALL,ALL,ALL,6TO12,722
46225,1,2010,ALL,ALL,ALL,13TO17,436
46225,1,2010,ALL,ALL,ALL,EIGHTEEN,96
46225,1,2010,ALL,ALL,ALL,19TO64,4843
46225,1,2010,ALL,ALL,ALL,65TO69,207
46225,1,2010,ALL,ALL,ALL,70TO74,135
46225,1,2010,ALL,ALL,ALL,75UP,233
46226,1,2010,ALL,ALL,ALL,INFANT,639
46226,1,2010,ALL,ALL,ALL,1TO4,2635
46226,1,2010,ALL,ALL,ALL,FIVE,651
46226,1,2010,ALL,ALL,ALL,6TO12,4783
46226,1,2010,ALL,ALL,ALL,13TO17,3362
46226,1,2010,ALL,ALL,ALL,EIGHTEEN,720
46226,1,2010,ALL,ALL,ALL,19TO64,25960
46226,1,2010,ALL,ALL,ALL,65TO69,1740
46226,1,2010,ALL,ALL,ALL,70TO74,1243
46226,1,2010,ALL,ALL,ALL,75UP,2171
46227,1,2010,ALL,ALL,ALL,INFANT,973
46227,1,2010,ALL,ALL,ALL,1TO4,3492
46227,1,2010,ALL,ALL,ALL,FIVE,724
46227,1,2010,ALL,ALL,ALL,6TO12,4916
46227,1,2010,ALL,ALL,ALL,13TO17,3278
46227,1,2010,ALL,ALL,ALL,EIGHTEEN,908
46227,1,2010,ALL,ALL,ALL,19TO64,35782
46227,1,2010,ALL,ALL,ALL,65TO69,1865
46227,1,2010,ALL,ALL,ALL,70TO74,1491
46227,1,2010,ALL,ALL,ALL,75UP,3657
46228,1,2010,ALL,ALL,ALL,INFANT,153
46228,1,2010,ALL,ALL,ALL,1TO4,685
46228,1,2010,ALL,ALL,ALL,FIVE,167
46228,1,2010,ALL,ALL,ALL,6TO12,1328
46228,1,2010,ALL,ALL,ALL,13TO17,1091
46228,1,2010,ALL,ALL,ALL,EIGHTEEN,204
46228,1,2010,ALL,ALL,ALL,19TO64,9020
46228,1,2010,ALL,ALL,ALL,65TO69,710
46228,1,2010,ALL,ALL,ALL,70TO74,520
46228,1,2010,ALL,ALL,ALL,75UP,877
46229,1,2010,ALL,ALL,ALL,INFANT,414
46229,1,2010,ALL,ALL,ALL,1TO4,1677
46229,1,2010,ALL,ALL,ALL,FIVE,430
46229,1,2010,ALL,ALL,ALL,6TO12,3086
46229,1,2010,ALL,ALL,ALL,13TO17,2381
46229,1,2010,ALL,ALL,ALL,EIGHTEEN,444
46229,1,2010,ALL,ALL,ALL,19TO64,16080
46229,1,2010,ALL,ALL,ALL,65TO69,876
46229,1,2010,ALL,ALL,ALL,70TO74,631
46229,1,2010,ALL,ALL,ALL,75UP,1243
46231,1,2010,ALL,ALL,ALL,INFANT,171
46231,1,2010,ALL,ALL,ALL,1TO4,706
46231,1,2010,ALL,ALL,ALL,FIVE,164
46231,1,2010,ALL,ALL,ALL,6TO12,1250
46231,1,2010,ALL,ALL,ALL,13TO17,862
46231,1,2010,ALL,ALL,ALL,EIGHTEEN,191
46231,1,2010,ALL,ALL,ALL,19TO64,6344
46231,1,2010,ALL,ALL,ALL,65TO69,289
46231,1,2010,ALL,ALL,ALL,70TO74,196
46231,1,2010,ALL,ALL,ALL,75UP,267
46234,1,2010,ALL,ALL,ALL,INFANT,370
46234,1,2010,ALL,ALL,ALL,1TO4,1511
46234,1,2010,ALL,ALL,ALL,FIVE,390
46234,1,2010,ALL,ALL,ALL,6TO12,2606
46234,1,2010,ALL,ALL,ALL,13TO17,1727
46234,1,2010,ALL,ALL,ALL,EIGHTEEN,309
46234,1,2010,ALL,ALL,ALL,19TO64,15361
46234,1,2010,ALL,ALL,ALL,65TO69,839
46234,1,2010,ALL,ALL,ALL,70TO74,584
46234,1,2010,ALL,ALL,ALL,75UP,1113
46235,1,2010,ALL,ALL,ALL,INFANT,679
46235,1,2010,ALL,ALL,ALL,1TO4,2738
46235,1,2010,ALL,ALL,ALL,FIVE,592
46235,1,2010,ALL,ALL,ALL,6TO12,3984
46235,1,2010,ALL,ALL,ALL,13TO17,2549
46235,1,2010,ALL,ALL,ALL,EIGHTEEN,499
46235,1,2010,ALL,ALL,ALL,19TO64,18119
46235,1,2010,ALL,ALL,ALL,65TO69,623
46235,1,2010,ALL,ALL,ALL,70TO74,437
46235,1,2010,ALL,ALL,ALL,75UP,605
46236,1,2010,ALL,ALL,ALL,INFANT,353
46236,1,2010,ALL,ALL,ALL,1TO4,1484
46236,1,2010,ALL,ALL,ALL,FIVE,382
46236,1,2010,ALL,ALL,ALL,6TO12,2893
46236,1,2010,ALL,ALL,ALL,13TO17,2373
46236,1,2010,ALL,ALL,ALL,EIGHTEEN,421
46236,1,2010,ALL,ALL,ALL,19TO64,16927
46236,1,2010,ALL,ALL,ALL,65TO69,816
46236,1,2010,ALL,ALL,ALL,70TO74,529
46236,1,2010,ALL,ALL,ALL,75UP,1116
46237,1,2010,ALL,ALL,ALL,INFANT,545
46237,1,2010,ALL,ALL,ALL,1TO4,2343
46237,1,2010,ALL,ALL,ALL,FIVE,627
46237,1,2010,ALL,ALL,ALL,6TO12,3975
46237,1,2010,ALL,ALL,ALL,13TO17,2773
46237,1,2010,ALL,ALL,ALL,EIGHTEEN,490
46237,1,2010,ALL,ALL,ALL,19TO64,24820
46237,1,2010,ALL,ALL,ALL,65TO69,1310
46237,1,2010,ALL,ALL,ALL,70TO74,887
46237,1,2010,ALL,ALL,ALL,75UP,1854
46239,1,2010,ALL,ALL,ALL,INFANT,381
46239,1,2010,ALL,ALL,ALL,1TO4,1641
46239,1,2010,ALL,ALL,ALL,FIVE,388
46239,1,2010,ALL,ALL,ALL,6TO12,2914
46239,1,2010,ALL,ALL,ALL,13TO17,2115
46239,1,2010,ALL,ALL,ALL,EIGHTEEN,359
46239,1,2010,ALL,ALL,ALL,19TO64,15399
46239,1,2010,ALL,ALL,ALL,65TO69,762
46239,1,2010,ALL,ALL,ALL,70TO74,518
46239,1,2010,ALL,ALL,ALL,75UP,868
46240,1,2010,ALL,ALL,ALL,INFANT,199
46240,1,2010,ALL,ALL,ALL,1TO4,791
46240,1,2010,ALL,ALL,ALL,FIVE,192
46240,1,2010,ALL,ALL,ALL,6TO12,1276
46240,1,2010,ALL,ALL,ALL,13TO17,935
46240,1,2010,ALL,ALL,ALL,EIGHTEEN,198
46240,1,2010,ALL,ALL,ALL,19TO64,11884
46240,1,2010,ALL,ALL,ALL,65TO69,818
46240,1,2010,ALL,ALL,ALL,70TO74,608
46240,1,2010,ALL,ALL,ALL,75UP,1830
46241,1,2010,ALL,ALL,ALL,INFANT,528
46241,1,2010,ALL,ALL,ALL,1TO4,2136
46241,1,2010,ALL,ALL,ALL,FIVE,469
46241,1,2010,ALL,ALL,ALL,6TO12,3371
46241,1,2010,ALL,ALL,ALL,13TO17,2310
46241,1,2010,ALL,ALL,ALL,EIGHTEEN,457
46241,1,2010,ALL,ALL,ALL,19TO64,18561
46241,1,2010,ALL,ALL,ALL,65TO69,973
46241,1,2010,ALL,ALL,ALL,70TO74,690
46241,1,2010,ALL,ALL,ALL,75UP,1175
46250,1,2010,ALL,ALL,ALL,INFANT,261
46250,1,2010,ALL,ALL,ALL,1TO4,858
46250,1,2010,ALL,ALL,ALL,FIVE,182
46250,1,2010,ALL,ALL,ALL,6TO12,1156
46250,1,2010,ALL,ALL,ALL,13TO17,861
46250,1,2010,ALL,ALL,ALL,EIGHTEEN,177
46250,1,2010,ALL,ALL,ALL,19TO64,12853
46250,1,2010,ALL,ALL,ALL,65TO69,634
46250,1,2010,ALL,ALL,ALL,70TO74,472
46250,1,2010,ALL,ALL,ALL,75UP,1092
46254,1,2010,ALL,ALL,ALL,INFANT,742
46254,1,2010,ALL,ALL,ALL,1TO4,2758
46254,1,2010,ALL,ALL,ALL,FIVE,587
46254,1,2010,ALL,ALL,ALL,6TO12,4132
46254,1,2010,ALL,ALL,ALL,13TO17,2534
46254,1,2010,ALL,ALL,ALL,EIGHTEEN,525
46254,1,2010,ALL,ALL,ALL,19TO64,24563
46254,1,2010,ALL,ALL,ALL,65TO69,840
46254,1,2010,ALL,ALL,ALL,70TO74,538
46254,1,2010,ALL,ALL,ALL,75UP,876
46256,1,2010,ALL,ALL,ALL,INFANT,320
46256,1,2010,ALL,ALL,ALL,1TO4,1077
46256,1,2010,ALL,ALL,ALL,FIVE,274
46256,1,2010,ALL,ALL,ALL,6TO12,1961
46256,1,2010,ALL,ALL,ALL,13TO17,1720
46256,1,2010,ALL,ALL,ALL,EIGHTEEN,336
46256,1,2010,ALL,ALL,ALL,19TO64,15109
46256,1,2010,ALL,ALL,ALL,65TO69,914
46256,1,2010,ALL,ALL,ALL,70TO74,650
46256,1,2010,ALL,ALL,ALL,75UP,1286
46259,1,2010,ALL,ALL,ALL,INFANT,171
46259,1,2010,ALL,ALL,ALL,1TO4,795
46259,1,2010,ALL,ALL,ALL,FIVE,209
46259,1,2010,ALL,ALL,ALL,6TO12,1435
46259,1,2010,ALL,ALL,ALL,13TO17,963
46259,1,2010,ALL,ALL,ALL,EIGHTEEN,149
46259,1,2010,ALL,ALL,ALL,19TO64,6832
46259,1,2010,ALL,ALL,ALL,65TO69,389
46259,1,2010,ALL,ALL,ALL,70TO74,275
46259,1,2010,ALL,ALL,ALL,75UP,399
46260,1,2010,ALL,ALL,ALL,INFANT,456
46260,1,2010,ALL,ALL,ALL,1TO4,1908
46260,1,2010,ALL,ALL,ALL,FIVE,406
46260,1,2010,ALL,ALL,ALL,6TO12,2978
46260,1,2010,ALL,ALL,ALL,13TO17,2098
46260,1,2010,ALL,ALL,ALL,EIGHTEEN,464
46260,1,2010,ALL,ALL,ALL,19TO64,19420
46260,1,2010,ALL,ALL,ALL,65TO69,1111
46260,1,2010,ALL,ALL,ALL,70TO74,941
46260,1,2010,ALL,ALL,ALL,75UP,2624
46268,1,2010,ALL,ALL,ALL,INFANT,386
46268,1,2010,ALL,ALL,ALL,1TO4,1445
46268,1,2010,ALL,ALL,ALL,FIVE,370
46268,1,2010,ALL,ALL,ALL,6TO12,2164
46268,1,2010,ALL,ALL,ALL,13TO17,1515
46268,1,2010,ALL,ALL,ALL,EIGHTEEN,345
46268,1,2010,ALL,ALL,ALL,19TO64,15762
46268,1,2010,ALL,ALL,ALL,65TO69,665
46268,1,2010,ALL,ALL,ALL,70TO74,521
46268,1,2010,ALL,ALL,ALL,75UP,1792
46278,1,2010,ALL,ALL,ALL,INFANT,85
46278,1,2010,ALL,ALL,ALL,1TO4,409
46278,1,2010,ALL,ALL,ALL,FIVE,93
46278,1,2010,ALL,ALL,ALL,6TO12,790
46278,1,2010,ALL,ALL,ALL,13TO17,701
46278,1,2010,ALL,ALL,ALL,EIGHTEEN,108
46278,1,2010,ALL,ALL,ALL,19TO64,5230
46278,1,2010,ALL,ALL,ALL,65TO69,296
46278,1,2010,ALL,ALL,ALL,70TO74,193
46278,1,2010,ALL,ALL,ALL,75UP,292
46280,1,2010,ALL,ALL,ALL,INFANT,78
46280,1,2010,ALL,ALL,ALL,1TO4,319
46280,1,2010,ALL,ALL,ALL,FIVE,90
46280,1,2010,ALL,ALL,ALL,6TO12,579
46280,1,2010,ALL,ALL,ALL,13TO17,422
46280,1,2010,ALL,ALL,ALL,EIGHTEEN,85
46280,1,2010,ALL,ALL,ALL,19TO64,4413
46280,1,2010,ALL,ALL,ALL,65TO69,259
46280,1,2010,ALL,ALL,ALL,70TO74,186
46280,1,2010,ALL,ALL,ALL,75UP,362
46290,1,2010,ALL,ALL,ALL,INFANT,0
46290,1,2010,ALL,ALL,ALL,1TO4,3
46290,1,2010,ALL,ALL,ALL,FIVE,0
46290,1,2010,ALL,ALL,ALL,6TO12,7
46290,1,2010,ALL,ALL,ALL,13TO17,5
46290,1,2010,ALL,ALL,ALL,EIGHTEEN,1
46290,1,2010,ALL,ALL,ALL,19TO64,82
46290,1,2010,ALL,ALL,ALL,65TO69,15
46290,1,2010,ALL,ALL,ALL,70TO74,25
46290,1,2010,ALL,ALL,ALL,75UP,32
47201,1,2010,ALL,ALL,ALL,INFANT,613
47201,1,2010,ALL,ALL,ALL,1TO4,2398
47201,1,2010,ALL,ALL,ALL,FIVE,597
47201,1,2010,ALL,ALL,ALL,6TO12,4104
47201,1,2010,ALL,ALL,ALL,13TO17,2956
47201,1,2010,ALL,ALL,ALL,EIGHTEEN,567
47201,1,2010,ALL,ALL,ALL,19TO64,25517
47201,1,2010,ALL,ALL,ALL,65TO69,1730
47201,1,2010,ALL,ALL,ALL,70TO74,1254
47201,1,2010,ALL,ALL,ALL,75UP,2082
47234,1,2010,ALL,ALL,ALL,INFANT,15
47234,1,2010,ALL,ALL,ALL,1TO4,66
47234,1,2010,ALL,ALL,ALL,FIVE,15
47234,1,2010,ALL,ALL,ALL,6TO12,136
47234,1,2010,ALL,ALL,ALL,13TO17,96
47234,1,2010,ALL,ALL,ALL,EIGHTEEN,28
47234,1,2010,ALL,ALL,ALL,19TO64,863
47234,1,2010,ALL,ALL,ALL,65TO69,44
47234,1,2010,ALL,ALL,ALL,70TO74,49
47234,1,2010,ALL,ALL,ALL,75UP,67
47235,1,2010,ALL,ALL,ALL,INFANT,26
47235,1,2010,ALL,ALL,ALL,1TO4,95
47235,1,2010,ALL,ALL,ALL,FIVE,13
47235,1,2010,ALL,ALL,ALL,6TO12,163
47235,1,2010,ALL,ALL,ALL,13TO17,131
47235,1,2010,ALL,ALL,ALL,EIGHTEEN,24
47235,1,2010,ALL,ALL,ALL,19TO64,1091
47235,1,2010,ALL,ALL,ALL,65TO69,88
47235,1,2010,ALL,ALL,ALL,70TO74,64
47235,1,2010,ALL,ALL,ALL,75UP,89
47240,1,2010,ALL,ALL,ALL,INFANT,265
47240,1,2010,ALL,ALL,ALL,1TO4,1108
47240,1,2010,ALL,ALL,ALL,FIVE,280
47240,1,2010,ALL,ALL,ALL,6TO12,2192
47240,1,2010,ALL,ALL,ALL,13TO17,1458
47240,1,2010,ALL,ALL,ALL,EIGHTEEN,296
47240,1,2010,ALL,ALL,ALL,19TO64,12376
47240,1,2010,ALL,ALL,ALL,65TO69,879
47240,1,2010,ALL,ALL,ALL,70TO74,713
47240,1,2010,ALL,ALL,ALL,75UP,1501
47272,1,2010,ALL,ALL,ALL,INFANT,24
47272,1,2010,ALL,ALL,ALL,1TO4,115
47272,1,2010,ALL,ALL,ALL,FIVE,32
47272,1,2010,ALL,ALL,ALL,6TO12,199
47272,1,2010,ALL,ALL,ALL,13TO17,168
47272,1,2010,ALL,ALL,ALL,EIGHTEEN,34
47272,1,2010,ALL,ALL,ALL,19TO64,1233
47272,1,2010,ALL,ALL,ALL,65TO69,66
47272,1,2010,ALL,ALL,ALL,70TO74,65
47272,1,2010,ALL,ALL,ALL,75UP,105
47274,1,2010,ALL,ALL,ALL,INFANT,346
47274,1,2010,ALL,ALL,ALL,1TO4,1604
47274,1,2010,ALL,ALL,ALL,FIVE,408
47274,1,2010,ALL,ALL,ALL,6TO12,2857
47274,1,2010,ALL,ALL,ALL,13TO17,1932
47274,1,2010,ALL,ALL,ALL,EIGHTEEN,390
47274,1,2010,ALL,ALL,ALL,19TO64,17301
47274,1,2010,ALL,ALL,ALL,65TO69,1195
47274,1,2010,ALL,ALL,ALL,70TO74,915
47274,1,2010,ALL,ALL,ALL,75UP,1822
47384,1,2010,ALL,ALL,ALL,INFANT,28
47384,1,2010,ALL,ALL,ALL,1TO4,121
47384,1,2010,ALL,ALL,ALL,FIVE,31
47384,1,2010,ALL,ALL,ALL,6TO12,243
47384,1,2010,ALL,ALL,ALL,13TO17,207
47384,1,2010,ALL,ALL,ALL,EIGHTEEN,29
47384,1,2010,ALL,ALL,ALL,19TO64,1482
47384,1,2010,ALL,ALL,ALL,65TO69,104
47384,1,2010,ALL,ALL,ALL,70TO74,72
47384,1,2010,ALL,ALL,ALL,75UP,154
47401,1,2010,ALL,ALL,ALL,INFANT,363
47401,1,2010,ALL,ALL,ALL,1TO4,1553
47401,1,2010,ALL,ALL,ALL,FIVE,399
47401,1,2010,ALL,ALL,ALL,6TO12,2706
47401,1,2010,ALL,ALL,ALL,13TO17,1863
47401,1,2010,ALL,ALL,ALL,EIGHTEEN,612
47401,1,2010,ALL,ALL,ALL,19TO64,28775
47401,1,2010,ALL,ALL,ALL,65TO69,1404
47401,1,2010,ALL,ALL,ALL,70TO74,1013
47401,1,2010,ALL,ALL,ALL,75UP,2359
47433,1,2010,ALL,ALL,ALL,INFANT,51
47433,1,2010,ALL,ALL,ALL,1TO4,202
47433,1,2010,ALL,ALL,ALL,FIVE,57
47433,1,2010,ALL,ALL,ALL,6TO12,359
47433,1,2010,ALL,ALL,ALL,13TO17,293
47433,1,2010,ALL,ALL,ALL,EIGHTEEN,74
47433,1,2010,ALL,ALL,ALL,19TO64,2408
47433,1,2010,ALL,ALL,ALL,65TO69,243
47433,1,2010,ALL,ALL,ALL,70TO74,143
47433,1,2010,ALL,ALL,ALL,75UP,195
47448,1,2010,ALL,ALL,ALL,INFANT,61
47448,1,2010,ALL,ALL,ALL,1TO4,282
47448,1,2010,ALL,ALL,ALL,FIVE,58
47448,1,2010,ALL,ALL,ALL,6TO12,552
47448,1,2010,ALL,ALL,ALL,13TO17,470
47448,1,2010,ALL,ALL,ALL,EIGHTEEN,87
47448,1,2010,ALL,ALL,ALL,19TO64,4510
47448,1,2010,ALL,ALL,ALL,65TO69,525
47448,1,2010,ALL,ALL,ALL,70TO74,340
47448,1,2010,ALL,ALL,ALL,75UP,620
47456,1,2010,ALL,ALL,ALL,INFANT,6
47456,1,2010,ALL,ALL,ALL,1TO4,30
47456,1,2010,ALL,ALL,ALL,FIVE,17
47456,1,2010,ALL,ALL,ALL,6TO12,114
47456,1,2010,ALL,ALL,ALL,13TO17,103
47456,1,2010,ALL,ALL,ALL,EIGHTEEN,15
47456,1,2010,ALL,ALL,ALL,19TO64,787
47456,1,2010,ALL,ALL,ALL,65TO69,69
47456,1,2010,ALL,ALL,ALL,70TO74,59
47456,1,2010,ALL,ALL,ALL,75UP,51
47468,1,2010,ALL,ALL,ALL,INFANT,7
47468,1,2010,ALL,ALL,ALL,1TO4,40
47468,1,2010,ALL,ALL,ALL,FIVE,9
47468,1,2010,ALL,ALL,ALL,6TO12,84
47468,1,2010,ALL,ALL,ALL,13TO17,72
47468,1,2010,ALL,ALL,ALL,EIGHTEEN,6
47468,1,2010,ALL,ALL,ALL,19TO64,823
47468,1,2010,ALL,ALL,ALL,65TO69,85
47468,1,2010,ALL,ALL,ALL,70TO74,63
47468,1,2010,ALL,ALL,ALL,75UP,61
47840,1,2010,ALL,ALL,ALL,INFANT,19
47840,1,2010,ALL,ALL,ALL,1TO4,55
47840,1,2010,ALL,ALL,ALL,FIVE,16
47840,1,2010,ALL,ALL,ALL,6TO12,117
47840,1,2010,ALL,ALL,ALL,13TO17,113
47840,1,2010,ALL,ALL,ALL,EIGHTEEN,26
47840,1,2010,ALL,ALL,ALL,19TO64,916
47840,1,2010,ALL,ALL,ALL,65TO69,76
47840,1,2010,ALL,ALL,ALL,70TO74,64
47840,1,2010,ALL,ALL,ALL,75UP,98
47868,1,2010,ALL,ALL,ALL,INFANT,26
47868,1,2010,ALL,ALL,ALL,1TO4,123
47868,1,2010,ALL,ALL,ALL,FIVE,18
47868,1,2010,ALL,ALL,ALL,6TO12,243
47868,1,2010,ALL,ALL,ALL,13TO17,218
47868,1,2010,ALL,ALL,ALL,EIGHTEEN,49
47868,1,2010,ALL,ALL,ALL,19TO64,1851
47868,1,2010,ALL,ALL,ALL,65TO69,160
47868,1,2010,ALL,ALL,ALL,70TO74,103
47868,1,2010,ALL,ALL,ALL,75UP,146
47872,1,2010,ALL,ALL,ALL,INFANT,84
47872,1,2010,ALL,ALL,ALL,1TO4,371
47872,1,2010,ALL,ALL,ALL,FIVE,87
47872,1,2010,ALL,ALL,ALL,6TO12,660
47872,1,2010,ALL,ALL,ALL,13TO17,517
47872,1,2010,ALL,ALL,ALL,EIGHTEEN,117
47872,1,2010,ALL,ALL,ALL,19TO64,5912
47872,1,2010,ALL,ALL,ALL,65TO69,460
47872,1,2010,ALL,ALL,ALL,70TO74,362
47872,1,2010,ALL,ALL,ALL,75UP,641
47933,1,2010,ALL,ALL,ALL,INFANT,393
47933,1,2010,ALL,ALL,ALL,1TO4,1453
47933,1,2010,ALL,ALL,ALL,FIVE,338
47933,1,2010,ALL,ALL,ALL,6TO12,2542
47933,1,2010,ALL,ALL,ALL,13TO17,1947
47933,1,2010,ALL,ALL,ALL,EIGHTEEN,490
47933,1,2010,ALL,ALL,ALL,19TO64,16871
47933,1,2010,ALL,ALL,ALL,65TO69,1351
47933,1,2010,ALL,ALL,ALL,70TO74,1126
47933,1,2010,ALL,ALL,ALL,75UP,2136
47954,1,2010,ALL,ALL,ALL,INFANT,24
47954,1,2010,ALL,ALL,ALL,1TO4,129
47954,1,2010,ALL,ALL,ALL,FIVE,27
47954,1,2010,ALL,ALL,ALL,6TO12,210
47954,1,2010,ALL,ALL,ALL,13TO17,170
47954,1,2010,ALL,ALL,ALL,EIGHTEEN,34
47954,1,2010,ALL,ALL,ALL,19TO64,1342
47954,1,2010,ALL,ALL,ALL,65TO69,106
47954,1,2010,ALL,ALL,ALL,70TO74,63
47954,1,2010,ALL,ALL,ALL,75UP,115
47968,1,2010,ALL,ALL,ALL,INFANT,14
47968,1,2010,ALL,ALL,ALL,1TO4,54
47968,1,2010,ALL,ALL,ALL,FIVE,11
47968,1,2010,ALL,ALL,ALL,6TO12,102
47968,1,2010,ALL,ALL,ALL,13TO17,72
47968,1,2010,ALL,ALL,ALL,EIGHTEEN,15
47968,1,2010,ALL,ALL,ALL,19TO64,581
47968,1,2010,ALL,ALL,ALL,65TO69,42
47968,1,2010,ALL,ALL,ALL,70TO74,31
47968,1,2010,ALL,ALL,ALL,75UP,60
47989,1,2010,ALL,ALL,ALL,INFANT,18
47989,1,2010,ALL,ALL,ALL,1TO4,65
47989,1,2010,ALL,ALL,ALL,FIVE,16
47989,1,2010,ALL,ALL,ALL,6TO12,139
47989,1,2010,ALL,ALL,ALL,13TO17,103
47989,1,2010,ALL,ALL,ALL,EIGHTEEN,20
47989,1,2010,ALL,ALL,ALL,19TO64,725
47989,1,2010,ALL,ALL,ALL,65TO69,67
47989,1,2010,ALL,ALL,ALL,70TO74,42
47989,1,2010,ALL,ALL,ALL,75UP,86
